,Premises - NL,Conclusions - NL,Truth Values,Premises - FOL,Conclusions - FOL,Comments,Verified by Prover
167,"If you go somewhere by train, you will not lose time.
If you go somewhere by car and meet a traffic jam, you will lose time.
If you lose time, you will be late for work.
Mary can get from New Haven to New York City either by train or car.
Mary is late for work.","Mary gets from New Haven to New York City by train.
Mary gets from New Haven to New York City by car.
Mary meets a traffic jam.","F
T
U","∀x (GoByTrain(x) → ¬LoseTime(x))
∀x((GoByCar(x) ∧ Meet(x, trafficJam)) → LoseTime(x))
∀x (LoseTime(x) → LateForWork(x))
FromAndTo(newHaven, newYork) ∧ (GoByTrain(mary) ⊕ GoByCar(mary))
LateForWork(mary)","FromAndTo(newHaven, newYork) ∧ GoByTrain(mary)
FromAndTo(newHaven, newYork) ∧ GoByCar(mary)
Meet(mary, trafficJam)",,
168,"Both vegans and vegetarians eat neither meat nor fish.
Vegans don't eat any products that come from animals.
Vegetarians may eat eggs.
Some of the products that come from animals are eggs, milk, and honey.
For some people, being a vegan is good for their health.","John is a vegetarian if he eats neither meat nor fish.
Vegans don't eat eggs.
Not eating eggs is good for your health.","U
T
U","∀x ((Vegetarian(x) ∨ Vegan(x)) → ¬Eat(x, meat) ∧ ¬Eat(x, fish))
∀x ∀y (Vegan(x) ∧ ComeFrom(y, animals) → ¬Eat(x,y))
∃x (Vegetarian(x) → Eat(x, eggs))
ComeFrom(eggs, animals) ∧ ComeFrom(milk, animals) ∧ ComeFrom(honey, animals)
∃x (Vegan(x) → GoodForHealth(x))","Vegetarian(john) ↔ ¬Eat(john, meat) ∧ ¬Eat(john, fish)
∀x (Vegan(x) → ¬Eat(x, eggs))
∀x (¬Eat(x, eggs) → GoodForHealth(x))",,
169,"All volunteers receive intangible benefits for their work.
Volunteers work regularly or on an as-needed basis.
Some volunteers are trained.
Volunteers work in groups or individually.
Environmental volunteers contribute toward environmental management or conservation.
Participating in natural disaster response is an example of volunteers working in groups on an as-needed basis.","Volunteers who participate in natural disaster response receive intangible benefits for their work.
Environmental volunteers work in groups.
To be a volunteer, you must be trained.","T
U
U","∀x (Volunteer(x) → Receive(x, intangibleBenefit))
∀x (Volunteer(x) → WorkRegularly(x) ⊕ WorkAsNeeded(x))
∃x (Volunteer(x) → Trained(x))
∀x (Volunteer(x) → (WorkInGroup(x) ∨ WorkIndividually(x)))
∀x (Volunteer(x) ∧ Environmental(x) → (ContributeTo(x, environmentalManagement) ∨ ContributeTo(x, environmentalConservation)))
∃x (Volunteer(x) ∧ ContributeTo(x, naturalDisasterResponse) → WorkInGroup(x) ∧ WorkAsNeeded(x))","∀x (Volunteer(x) ∧ ContributeTo(x, naturalDisasterResponse) → Receive(x, intangibleBenefit))
∀x (Volunteer(x) ∧ Environmental(x) → WorkInGroup(x))
∀x (Volunteer(x) → Trained(x))",,
170,"The Mona Lisa is a world's best-known painting.
The Mona Lisa is a portrait painted by Leonardo da Vinci.
Leonardo da Vinci was a scientist and painter.
Painting genres can be history, portrait, animal, landscape, and still life.","A world's best-known artwork is painted by a scientist.
Leonardo da Vinci has artworks in the landscape genre.
No world's best-known artworks are portraits.","T
U
F","Painting(monaLisa) ∧ TheWorldsBestKnown(monaLisa)
PaintedBy(monaLisa, leonardodaVinci) ∧ Portrait(monaLisa)
Scientist(leonardodaVinci) ∧ Painter(leonardodaVinci)
∀x (Painting(x) → (History(x) ∨ Portrait(x) ∨ Animal(x) ∨ Landscape(x) ∨ StillLife(x)))","∃x ∃y (Painting(x) ∧ TheWorldsBestKnown(x) ∧ PaintedBy(x, y) ∧ Scientist(y))
∃x (PaintedBy(x, leonardodaVinci) ∧ Landscape(x))
∀x (WorldsBestKnown(x)  → ¬Portrait(x))",,
171,"Some fish stings people.
Stonefish is a fish.
Stonefish stings when stepped on. 
If a stonefish stings someone and they are not treated, it can cause death to them.
To treat stonefish stings, apply heat to the affected area or use an antivenom.","If a stonefish stings you and you don’t use an antivenom, it can cause death to you.
Stings of some fish can cause death if not treated.
If you step on a stonefish and apply heat to the affected area, it can cause death to you.","U
T
U","∃x ∃y (Fish(x) → Sting(x,y))
Fish(stonefish)
∀x (SteppedOnBy(stonefish, x) → Sting(stonefish, x))
∀x (Sting(stonefish, x) ∧ ¬Treated(x) → CauseDeathTo(stonefish, x))
∀x (Sting(stonefish, x) ∧ (ApplyHeatTo(x) ∨ UseAntivenomOn(x)) → Treated(x))","∀x (Sting(stonefish, x) ∧ ¬UseAntivenomOn(x) → CauseDeathTo(stonefish, x))
∃x ∃y (Fish(x) ∧ Sting(x, y) ∧ ¬Treated(y) → CauseDeathTo(x, y))
∀x (SteppedOnBy(stonefish, x) ∧ ApplyHeatTo(x)  → CauseDeathTo(stonefish, x))",,
172,"Indonesia is a country.
In Indonesia, the prosecutor only personally investigates cases of some special crimes.
Corruption is a type of crime.
Once the police complete crime investigations, the evidence is handed to the prosecutor. 
Evidence can be either satisfactory or unsatisfactory.
If the evidence is handed to the prosecutor and the evidence is satisfactory, the prosecutor will prosecute the offender in an appropriate court.","When the police complete investigations, the prosecutor will prosecute the offender at an appropriate court.
In Indonesia, the prosecutor personally investigates cases of corruption.
When the police complete investigations, the prosecutor investigates personally.","U
U
U","Country(indonesia)
∀x ∃y (In(indonesia) ∧ Prosecutor(x) ∧ SpecialCrime(y) → InvestigatePersonally(x, y))
Crime(corruption)
∀x ∀y ∀z (Crime(y) ∧ PoliceCompleteInvestigation(y) ∧ Prosecutor(x) → Evidence(z) ∧ HandedTo(z, x))
∀x (Evidence(x) ∧ (Satisfactory(x) ⊕ Unsatisfactory(x)))
∀x ∀y (Evidence(y) ∧ Prosecutor(x) ∧ HandedTo(x) ∧ Satisfactory(y) → ProsecuteInAppropriateCourt(x, theOffender))","∀x ∀y (Crime(y) ∧ PoliceCompleteInvestigation(y) ∧ Prosecutor(x) → ProsecuteInAppropriateCourt(x, theOffender))
∀x (Country(indonesia) ∧ Prosecutor(x) ∧ Crime(corruption) → InvestigatePersonally(x, corruption))
∀x ∀y (Crime(y) ∧ PoliceCompleteInvestigation(y) ∧ Prosecutor(x) → InvestigatePersonally(x, y))",,
173,"Detroit City is a horse.
Some horses are racehorses.
If a horse falls in a race, it poses risks to its rider.
Detroit City fell in a race.
A horse is a racehorse if it is in a race.","Detroit City has been in multiple races.
Detroit City poses risks to its rider.
Detroit City is a racehorse.","U
T
T","Horse(detroitcity)
∃x (Horse(x) ∧ Racehorse(x))
∀x (Horse(x) ∧ InRace(x) ∧ Falls(x) → PoseRiskTo(x, rider))
InRace(detroitcity) ∧ Fall(detroitcity)
∀x (Horse(x) ∧ InRace(x) → Racehorse(x))","MultipleRace(detroitcity)
PoseRiskTo(detroitcity, rider)
Racehorse(detroitcity)",,
174,"A moth is not a butterfly.
Butterflies have thin antennae.
Moths emerge from cocoons.
Some moths are pests.
Cerura Vinula is a moth.","Cerura Vinula emerges from cocoons.
Cerura Vinula does not have thin antennae.
Cerura Vinula is a pest.","T
U
U","∀x (Moth(x) → ¬Butterfly(x))
∀x (Butterfly(x) → ThinAntennae(x))
∀x (Moth(x) → EmergeFrom(x, cocoon))
∃x (Moth(x) ∧ Pest(x))
Moth(ceruravinula)","EmergeFrom(ceruravinula, cocoon)
¬ThinAntennae(ceruravinula)
Pest(ceruravinula)",,
175,"A werewolf is a human that can turn into a wolf.
A werewolf has been scratched or bitten by another werewolf.
If someone has been scratched or bitten by some entity, they have been attacked by that entity.","All humans are werewolves.
A werewolf is a wolf.
A werewolf has scratched someone before.","U
U
U","∀x (Human(x) ∧ CanTurnInto(x, wolf) → Werewolf(x))
∀x ∃y (Werewolf(x) → (BittenBy(x, y) ∨ ScratchedBy(x, y)) ∧ Werewolf(y))
∀x ∃y (BittenBy(x, y) ∨ ScratchedBy(x, y)) → AttackedBy(x,y)","∀x (Human(x) → Werewolf(x))
∀x (Werewolf(x) → Wolf(x))
∀x ∃y (Werewolf(x) → ScratchedBy(y, x))",,
176,"Pulp is an English band.
Jarvis Cocker was a member of Pulp.
In 2014 a documentary about Pulp was released.
Documentaries about bands feature the members.
Pulp released an album that reached the number one spot in the UK Albums Chart.","Pulp is a band from England.
Jarvis Cocker was featured in a documentary.
Pulp is the best band.","T
T
U","EnglishBand(pulp)
MemberOf(jamescocker, pulp)
∃x (DocumentaryAbout(x , pulp) ∧ ReleaseIn(x , 2014))
∀x ∀y ∀z (MemberOf(z, y) ∧ DocumentaryAbout(x , y) → DocumentaryFeature(z))
∃x (Release(pulp, x) ∧ ReachNumberOneSpotIn(x, uKAlbumChart))","EnglishBand(pulp)
DocumentaryFeature(jamescocker)
BestBand(pulp)",,
177,"The National Lobster Hatchery is a hatchery located in Padstow, England.
The National Lobster Hatchery is open to visitors.
A hatchery is either for profit or for conservation.
If a hatchery is for conservation, it might release animals into the wild.
The National Lobster Hatchery is not for profit.","The National Lobster Hatchery is for conservation.
All hatcheries are open to visitors.
The National Lobster Hatchery releases animals into the wild.","T
U
U","Hatchery(nationalLobsterHatchery) ∧ LocatedIn(nationalLobsterHatchery, padstowEngland)
OpenToVisitor(nationalLobsterHatchery)
∀x (Hatchery(x) → ForConservation(x) ⊕ ForProfit(x))
∃x (Hatchery(x) ∧ ForConservation(x) ∧ ReleaseAnimalToWild(x))
¬ForProfit(nationalLobsterHatchery)","ForConservation(nationalLobsterhatchery)
∀x (Hatchery(x) → OpenToVisitors(x))
ReleaseAnimalToWild(nationalLobsterhatchery)",,
178,"Adam will go to the downtown area on foot.
If Adam buys a T-shirt, the T-shirt must be blue.
Adam goes to the downtown area if and only if he is going shopping.
Adam goes to the downtown area either by bike or on foot.
If Adam goes to the downtown area on foot, he will buy a T-shirt.","Adam will buy a blue T-shirt.
If Adam goes to the downtown area by bike, he will not buy any T-shift.
If Adam is going shopping, he will go either by bike or on foot.","T
U
T","GoDowntown(adam) ∧ OnFoot(adam)
∀x ((TShirt(x) ∧ Buy(adam, x)) → Blue(x))
GoDowntown(adam) ↔ Shopping(adam)
GoDowntown(adam) → (ByBike(adam) ⊕ OnFoot(adam))
∃x (GoDowntown(adam) ∧ OnFoot(adam) → TShirt(x) ∧ Buy(adam, x))","∃x (TShirt(x) ∧ Buy(adam, x)) 
∀x  (GoDowntown(adam) ∧ ByBike(adam) ∧ TShirt(x) → ¬Buy(adam, x))
Shopping(adam) → (ByBike(adam) ⊕ OnFoot(adam))",,
179,"A teenager student is either in college or in high school.
John is a teenager student in college.
If a teenager student in college has more freedom regarding their lifestyle, they will explore personal interests.
If a teenager student is in college, they have more freedom regarding their lifestyle and have graduated from high school.
Catherine does not have more freedom regarding their lifestyle.
Catherine is a teenager student.","John will explore personal interests.
Catherine is a teenager student in high school.
Catherine has graduated from high school.","U
T
U","∀x (TeenagerStudent(x) → (InCollege(x) ⊕ InHighSchool(x)))
TeenagerStudent(john) ∧ InCollege(john) 
∀x (TeenagerStudent(x) ∧ InCollege(x) ∧ MoreFreedomRegardingLifestyle(x) → Explore(x, personalInterest)) 
∀x (TeenagerStudent(x) ∧ InCollege(x) → (MoreFreedomRegardingLifestyle(x) ∧ GraduatedFromHighSchool(x))) 
¬MoreFreedomRegardingLifestyle(catherine)
TeenagerStudent(catherine)","Explore(john, personalInterest) 
TeenagerStudent(catherine) ∧ InHighSchool(catherine) 
GraduatedFromHighSchool(catherine)",,
180,"Sam is doing a project.
A project is written either in C++ or Python.
If Sam does a project written in Python, he will not use a Mac.
Sam is using a Mac.
If Sam uses a Mac, he will play a song.
If a song is not titled ""Perfect,"" Sam will never play it.","The project Sam is doing is written in C++.
The song Sam is playing is titled ""Perfect"".
If a song is titled ""Perfect"", Sam will play it.","T
U
U","∃x (Project(x) ∧ Do(sam, x))
∀x (Project(x) → (WrittenIn(x, cplusplus) ⊕ WrittenIn(x, python)))
∀x (Project(x) ∧ WrittenIn(x, python) ∧ Do(sam, x) → ¬Use(sam, mac))
Use(sam, mac)
∃x (Use(sam, mac) ∧ Song(x) → Play(sam, x))
∀x (Song(x) ∧ Play(sam, x) → Titled(x, perfect))","∀x (Project(x) ∧ Do(sam, x) ∧ WrittenIn(x, cplusplus)) 
∀x (Song(x) ∧ Play(sam, x) ∧ Titled(x, perfect)) 
∀x (Titled(x, perfect) → Play(sam, x))",,
181,"American superheroes come from either the DC Universe or Marvel Universe.
Captain America is one of America's top-ten favorite superheroes
Captain America does not come from the DC Universe.
America's top-ten favorite superheroes speak English.
Some superheroes speak both English and Spanish. ","Captain America does not speak English.
Captain America comes from the Marvel universe.
Captain America speaks Spanish.","F
T
U","∀x (Superhero(x) ∧ American(x) → ComeFrom(x, dCUniverse) ⊕ ComeFrom(x, marvelUniverse)) 
American(captainAmerica) ∧ TopTenFavorite(captainAmerica) ∧ Superhero(captainAmerica) 
¬ComeFrom(captainAmerica, dCUniverse)
∀x (American(x) ∧ TopTenFavorite(x) ∧ Superhero(x)  → Speak(x, english)) 
∃x (Superhero(x) → (Speak(x, english) ∧ Speak(x, spanish)))","¬Speak(captainAmerica, english)
ComeFrom(captainAmerica, marvelUniverse)
Speak(captainAmerica, spanish)",,
182,"Brita was a cargo ship built for Norwegians.
Brita was impressed into service by Germany.
Ships that have been impressed into service were seized by whoever impressed them into service.
The Britta was sold to Hong Kong.","There was a cargo ship seized by Germany that was sold to Hong Kong.
Hong Kong hasn't had any seized ships sold to them.
Hong Kong seized the Britta.","T
F
U","CargoShip(britta) ∧ Ship(britta) ∧ BuiltFor(britta, norwegians)
ImpressedIntoServiceBy(britta, germany)
∀x ∀y (Ship(x) ∧ ImpressedIntoServiceBy(x, y) → SeizedBy(x, y))
SoldTo(britta, hongkong)","∃x (CargoShip(x) ∧ SeizedBy(x, germany) ∧ SoldTo(x, hongkong))
∀x ∀y (SoldTo(x, hongkong) → ¬SeizedBy(x, y))
SeizedBy(britta, hongkong)",,
183,"If a man is taller than another man, the taller one can block the other's shooting.
Michael is a man who is taller than everyone else in his class.
If person x is taller than person y, and person y is taller than person z, then x is taller than z
Peter is a man who is taller than Michael.
Michael can block any shooting from a person as long as the person does not jump when shooting.
Michael cannot block Windy's shooting.
Every shooter who can jump when shooting is a great shooter.","Peter is shorter than a man in Michael's class.
Windy is a great shooter.
Peter can block Windy's shooting.","F
T
U","∀x ∀y (Man(x) ∧ Man(y) ∧ Taller(x, y) → CanBlock(x, y))
∀x (Man(x) ∧ SameClass(x, michael) ∧ ¬(x=michael) → Taller(michael, x))
∀x ∀y ∀z ((Taller(x, y) ∧ Taller(y, z)) → Taller(x, z))
Man(peter) ∧ Taller(peter, michael)
∀x (¬JumpWhenShooting(x) → CanBlock(michael, x))
¬CanBlock(michael, windy)
∀x (JumpWhenShooting(x) → GreatShooter(x))","∃x (Man(x) ∧ SameClass(x, michael) ∧ ¬Taller(peter, x))
GreatShooter(windy)
CanBlock(peter, windy)",,
184,"""Stranger Things"" is a popular Netflix show.
If a Netflix show is popular, Karen will binge-watch it.
If and only if Karen binge-watches a Netflix show, she will download it.
Karen does not download ""Black Mirror.""
""Black Mirror"" is a Netflix show.
If Karen binge-watches a Netflix show, she will share it with Lisa.","Karen will share ""Stranger Things"" with Lisa.
""Black Mirror"" is popular.
Karen will share ""Black Mirror"" with Lisa.","T
F
U","NetflixShow(strangerThings) ∧ Popular(strangerThings)
∀x ((NetflixShow(x) ∧ Popular(x)) → BingeWatch(karen, x))
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) ↔ Download(karen, x))
¬Download(karen, blackMirror)
NetflixShow(blackMirror)
∀x ((NetflixShow(x) ∧ BingeWatch(karen, x)) → ShareWith(karen, x, lisa))","ShareWith(karen, strangerThings, lisa) 
Popular(blackMirror)
ShareWith(karen, blackMirror, lisa)",,
185,"Family Pirate Party was released in North America or Japan.
Games available in Canada have been released in North America.
Games that can be bought in Japan have been released in Japan.
Family Pirate Party is a game that is available in Canada and can be bought in Japan.
Some Games released in Japan are for the Wii.","Family Pirate Party was not released in North America.
Family Pirate Party was released in Japan.
Family Pirate Party was released in North America and Japan.
Family Pirate Party is for the Wii.","F
T
T
U","ReleasedIn(familyPirateParty, northAmerica) ∨ ReleasedIn(familyPirateParty, japan)
∀x (Game(x) ∧ AvailableIn(x, canada) → ReleasedIn(x, northAmerica))
∀x (Game(x) ∧ BoughtIn(x, japan) → ReleasedIn(x, japan))
Game(familyPirateParty) ∧ AvailableIn(familyPirateParty, canada) ∧ BoughtIn(familyPirateParty, japan))
∃x (Game(x) ∧ ReleasedIn(x, japan) ∧ For(x, wii))","¬ReleasedIn(familyPirateParty, northAmerica)
ReleasedIn(familyPirateParty, japan)
ReleasedIn(familyPirateParty, northAmerica) ∧ ReleasedIn(familyPirateParty, japan)
For(familypirateparty, wii))",,
186,"If a person doesn't have enough money to buy a product, then that person can't buy it.
Monitors are products.
4k monitors are more expensive than 1080 monitors and 2k monitors.
John is a person.
John doesn't have enough money to buy a 2k monitor.","John can't buy a 1080 monitor.
John can't buy a 2k monitor.","U
T","∀x ∀y (Person(x) ∧ Product(y) ∧ ¬HaveEnoughMoneyFor(x, y) → ¬Buy(x, y))
∀x (Monitor(x) → Product(x))
∀x ∀y ∀z (Monitor(x) ∧ Monitor(y) ∧ Monitor(z) ∧ FourK(x) ∧ OneOEightO(y) ∧ TwoK(z) → MoreExpensive(x, y) ∧ MoreExpensive(x, z))
Person(john)
∀x (Monitor(x) ∧ TwoK(x) → ¬HaveEnoughMoneyFor(john, x))","∀x (Monitor(x) ∧ OneOEightO(x) → ¬Buy(john, x))
∀x (Monitor(x) ∧ TwoK(x) → ¬Buy(john, x))",,
